ME2_TF_engine_test,1.3,23,0,10,12,0.2,,,,,,,,,,,,,,,,
25/01/2014,Diesel_14_01,,,,,,,,,,,,,,,,,,,,,
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
none,linear,linear,linear,linear,linear,linear,linear,linear,linear,linear,linear,linear,linear,linear,linear,linear,linear,linear,linear,linear,linear,linear
0,120,25,120,1,0.5,10,50.5,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,-7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,Barometric Pressure ,Inlet Pressure ,Air Flow Pressure ,Oil Pressure ,Fuel Pressure ,Throttle Position ,Torque ,Engine Speed ,Fuel Flow Rate  ,Air Temp. ,Fuel Temp. ,Oil Out Temp. ,Exhaust Temp. ,Plant In Temp. ,Cool In Temp. ,Cool Out Temp. ,Dyno Out Temp. ,Oil In Temp. ,Cal Water In Temp. ,Cal Water Out Temp. ,Cal Exhaust In Temp. ,Cal Exhaust Out Temp. 
S,mBar,kPa,Pa,Bar,Bar,%,Nm,RPM,cm^3/min,C,C,C,C,C,C,C,C,C,C,C,C,C
3525.463,1030.156,98.942,453.843,2.806,2.631,36.184,88.59,1687.848,55.419,21.866,26.13,82.021,387.697,11.873,71.965,73.269,19.094,81.728,11.457,29.51,266.195,27.614
3551.549,1031.444,100.814,455.159,2.764,2.734,35.485,87.991,1685.286,53.987,23.308,22.923,79.84,390.678,15.969,75.227,70.635,13.824,85.104,17.582,30.286,263.496,23.099
3552.375,1031.81,101.359,450.137,2.768,2.402,35.505,88.314,1685.399,54.087,23.66,23.183,79.598,390.5,15.945,75.766,70.941,13.627,84.757,17.542,30.696,263.992,22.953
3553.215,1031.413,98.349,442.053,2.761,2.125,35.596,87.946,1684.455,54.243,23.846,23.429,79.311,390.306,15.803,76.195,71.27,13.461,84.416,17.414,31.096,264.618,22.811
3554.054,1031.774,98.148,448.192,2.773,2.559,35.846,88.526,1686.514,54.256,24.12,22.952,79.16,390.163,15.754,76.679,71.776,13.337,84.01,17.121,31.537,265.405,22.731
3554.895,1032.037,102.07,452.384,2.774,2.572,35.954,88.504,1689.654,54.564,24.755,23.197,79.019,389.945,15.516,77.202,72.194,13.299,83.606,16.754,31.93,266.213,22.668
3555.743,1031.746,99.027,439.946,2.757,2.136,36.032,88.397,1684.742,54.501,24.871,23.568,78.959,389.829,15.361,77.634,72.766,13.416,83.187,16.36,32.296,267.217,22.829
3775.238,1029.971,101.839,466.766,2.749,2.162,36.75,99.332,1807.237,67.294,22.878,26.44,88.636,449.898,12.04,73.427,71.026,19.69,88.169,11.728,34.685,318.994,30.319
3776.077,1030.525,97.978,502.637,2.741,2.625,36.9,99.748,1809.312,67.331,23.191,26.519,88.141,449.359,12.077,73.861,71.021,19.244,87.627,11.809,35.313,319.309,29.663
3776.917,1030.748,98.859,468.915,2.75,2.65,37.183,99.343,1808.925,67.515,23.645,26.523,87.655,448.86,12.22,74.343,70.935,18.786,87.282,12.031,35.774,319.444,28.997
3777.766,1031.086,102.267,470.666,2.752,2.198,37.223,99.782,1809.222,67.769,24.176,26.476,87.265,448.601,12.469,74.745,70.717,18.335,87.128,12.438,36.282,319.469,28.569
3778.606,1031.129,99.238,510.283,2.738,2.471,37.204,99.444,1807.571,68.013,24.545,26.262,86.794,448.363,12.713,75.134,70.37,17.708,87.084,12.87,36.768,319.272,28.043
3779.446,1031.32,97.19,500.494,2.744,2.77,37.319,99.718,1809.623,67.52,25.02,26.023,86.417,448.314,13.046,75.36,69.881,17.128,87.172,13.284,37.074,318.76,27.383
3784.494,1031.882,98.785,509.122,2.749,2.444,36.516,99.69,1811.074,66.09,25.286,23.667,85.597,449.835,15.481,73.938,66.023,14.261,89.881,16.712,36.256,314.048,26.437
3785.333,1031.916,96.986,482.938,2.751,2.706,36.391,99.727,1811.435,66.448,24.847,23.222,85.838,450.285,15.723,73.258,65.345,14.25,90.455,17.105,35.797,313.243,26.783
3786.173,1031.504,100.199,474.996,2.736,2.439,36.235,99.591,1808.456,67.203,24.361,23.61,86.282,450.795,15.86,72.47,64.771,14.466,91.189,17.409,35.181,312.698,27.319
3787.014,1031.246,102.094,506.692,2.742,2.151,35.977,99.593,1812.984,67.716,23.935,23.238,86.598,451.228,15.908,71.694,64.401,14.754,91.792,17.454,34.571,312.304,27.856
3787.853,1031.049,99.834,490.287,2.742,2.304,35.726,100.029,1811.351,67.32,23.388,23.054,87.216,451.66,15.837,71.103,64.209,15.203,92.303,17.316,33.891,312.297,28.517
3788.694,1030.892,97.153,464.58,2.735,2.722,35.707,99.703,1806.927,67.647,22.93,22.893,87.692,451.956,15.651,70.339,64.127,15.774,92.683,17.153,33.413,312.578,29.207
